card_id,name,cost,power,counter,color,image_url,card_text,rarity,card_type,life,product_id,group_name
EB03-025,Hina (Alternate Art),5,6000,1000,Blue,https://tcgplayer-cdn.tcgplayer.com/product/672770_200w.jpg,[On Play] You may trash 1 card from your hand: Return up to 1 Character with 6000 base power to the owner's hand.,R,Character,0,672770,Extra Booster: One Piece Heroines Edition
EB03-026,Boa Hancock (SP),6,8000,0,Blue,https://tcgplayer-cdn.tcgplayer.com/product/672823_200w.jpg,"[On Play] If your opponent has 5 or more cards in their hand, your opponent places 1 card from their hand at the bottom of their deck. [Activate: Main] [Once Per Turn] You may place 1 of your Characters at the bottom of the owner's deck: Give your Leader and 1 Character up to 1 rested DON!! card each.",SR,Character,0,672823,Extra Booster: One Piece Heroines Edition
EB03-027,Marguerite,6,7000,1000,Blue,https://tcgplayer-cdn.tcgplayer.com/product/672773_200w.jpg,[On Play] Return up to 1 Character with 7000 base power to the owner's hand.,R,Character,0,672773,Extra Booster: One Piece Heroines Edition
EB03-028,Yu,2,0,1000,Blue,https://tcgplayer-cdn.tcgplayer.com/product/672774_200w.jpg,"[On Play] Trash 1 card from your hand. [Activate: Main] You may trash this Character: If you have 4 or less cards in your hand, draw 2 cards.",C,Character,0,672774,Extra Booster: One Piece Heroines Edition
EB03-029,Insolent Fool!! Stand Down!!,1,0,0,Blue,https://tcgplayer-cdn.tcgplayer.com/product/672775_200w.jpg,"[Main] You may rest 4 of your DON!! cards: If your Leader is [Boa Hancock], play up to 1 {Amazon Lily} or {Kuja Pirates} type Character card with a cost of 6 or less from your hand. [Counter] Up to 1 of your [Boa Hancock] cards gains +3000 power during this battle.",C,Event,0,672775,Extra Booster: One Piece Heroines Edition
EB03-030,Viola,5,6000,2000,Purple,https://tcgplayer-cdn.tcgplayer.com/product/672776_200w.jpg,,C,Character,0,672776,Extra Booster: One Piece Heroines Edition
EB03-031,Vinsmoke Reiju (SP),5,5000,1000,Purple,https://tcgplayer-cdn.tcgplayer.com/product/672824_200w.jpg,"[Your Turn] [On Play] DON!! 1: If your Leader is [Sanji], activate the [Main] effect of up to 1 Event card with a cost of 7 or less in your trash.",SR,Character,0,672824,Extra Booster: One Piece Heroines Edition
EB03-032,Charlotte Flampe,1,2000,1000,Purple,https://tcgplayer-cdn.tcgplayer.com/product/672779_200w.jpg,[Your Turn] [On Play] Up to 1 of your [Charlotte Katakuri] cards gains +2000 power during this turn.,C,Character,0,672779,Extra Booster: One Piece Heroines Edition
EB03-033,Charlotte Brulee,5,6000,1000,Purple,https://tcgplayer-cdn.tcgplayer.com/product/672780_200w.jpg,"[Opponent's Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck by your effect, if your Leader has the {Big Mom Pirates} type, add up to 1 DON!! card from your DON!! deck and rest it.",C,Character,0,672780,Extra Booster: One Piece Heroines Edition
EB03-034,Charlotte Linlin (Alternate Art),7,7000,1000,Purple,https://tcgplayer-cdn.tcgplayer.com/product/672782_200w.jpg,"[On Play] Draw 1 card and place 1 card from your hand at the top of your deck. Then, add up to 1 DON!! card from your DON!! deck and set it as active. [On K.O.] DON!! 1: Add up to 1 card from the top of your deck to the top of your Life cards.",R,Character,0,672782,Extra Booster: One Piece Heroines Edition
EB03-035,Charlotte Pudding,4,4000,2000,Purple,https://tcgplayer-cdn.tcgplayer.com/product/672783_200w.jpg,"[Blocker] [On Play] If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, add up to 1 DON!! card from your DON!! deck and rest it.",R,Character,0,672783,Extra Booster: One Piece Heroines Edition
EB03-036,Baby 5,4,2000,1000,Purple,https://tcgplayer-cdn.tcgplayer.com/product/672784_200w.jpg,[On Play] DON!! 1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 2 of your opponent's Characters with a base cost of 3 or less.,C,Character,0,672784,Extra Booster: One Piece Heroines Edition
EB03-037,Lim,4,5000,2000,Purple,https://tcgplayer-cdn.tcgplayer.com/product/672785_200w.jpg,"[On Play] If you have 7 or more DON!! cards on your field, all of your {ODYSSEY} type Leader and Character cards gain +1000 power until the end of your opponent's next End Phase.",R,Character,0,672785,Extra Booster: One Piece Heroines Edition
EB03-038,Thanks for the Treat.,1,0,0,Purple,https://tcgplayer-cdn.tcgplayer.com/product/672786_200w.jpg,"[Main] You may rest 1 of your DON!! cards: If the number of DON!! cards on your field is equal to or less than the number on your opponent's field and you only have Characters with a type including ""GERMA"", add up to 2 DON!! cards from your DON!! deck and rest them. [Counter] Your Leader gains +3000 power during this battle.",C,Event,0,672786,Extra Booster: One Piece Heroines Edition
EB03-039,Ulti,6,7000,1000,Black,https://tcgplayer-cdn.tcgplayer.com/product/672787_200w.jpg,"[On Play] If your Leader has the {Animal Kingdom Pirates} type, draw 1 card and trash 1 card from your hand. Then, play up to 1 Character card with 6000 power or less and no base effect from your trash.",R,Character,0,672787,Extra Booster: One Piece Heroines Edition
EB03-040,Kalifa,5,6000,2000,Black,https://tcgplayer-cdn.tcgplayer.com/product/672788_200w.jpg,,C,Character,0,672788,Extra Booster: One Piece Heroines Edition
EB03-041,Kujyaku (Alternate Art),4,6000,0,Black,https://tcgplayer-cdn.tcgplayer.com/product/672790_200w.jpg,[Opponent's Turn] All of your {SWORD} type Characters with a cost of 6 or less gain +2000 power. [On Play] You may trash 1 {Navy} type card from your hand: Draw 2 cards.,R,Character,0,672790,Extra Booster: One Piece Heroines Edition
EB03-042,Koala (SP),4,5000,1000,Black,https://tcgplayer-cdn.tcgplayer.com/product/672825_200w.jpg,"If your Leader has the {Revolutionary Army} type, this Character gains +4 cost. [Opponent's Turn] [On K.O.] Play up to 1 {Revolutionary Army} type Character card with a cost of 6 or less other than [Koala] or up to 1 [Nico Robin] with a cost of 6 or less from your hand or trash.",SR,Character,0,672825,Extra Booster: One Piece Heroines Edition
EB03-043,Stussy,7,7000,0,Black,https://tcgplayer-cdn.tcgplayer.com/product/672793_200w.jpg,"[Blocker] [On Play] You may place 2 cards with a type including ""CP"" from your trash at the bottom of your deck in any order: K.O. up to 1 of your opponent's Characters with a cost of 4 or less.",R,Character,0,672793,Extra Booster: One Piece Heroines Edition
EB03-044,Black Maria,3,4000,1000,Black,https://tcgplayer-cdn.tcgplayer.com/product/672794_200w.jpg,"If your Leader is multicolored, this Character gains [Blocker]. [On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Onigashima Island] and add it to your hand. Then, place the rest at the bottom of your deck in any order and play up to 1 [Onigashima Island] from your hand.",C,Character,0,672794,Extra Booster: One Piece Heroines Edition
EB03-045,Perona (045) (SP),4,6000,0,Black,https://tcgplayer-cdn.tcgplayer.com/product/672826_200w.jpg,"[Blocker] [On Play] Give up to 1 rested DON!! card to your Leader or 1 of your Characters. Then, if you have 10 or more cards in your trash, play up to 1 {Thriller Bark Pirates} type Character card with a cost of 2 or less from your trash rested.",SR,Character,0,672826,Extra Booster: One Piece Heroines Edition
EB03-046,Miss Doublefinger(Zala),4,5000,1000,Black,https://tcgplayer-cdn.tcgplayer.com/product/672797_200w.jpg,"[On Play] If there is a Character with a cost of 0 or with a cost of 8 or more, draw 1 card. [On K.O.] Trash 2 cards from the top of your deck.",C,Character,0,672797,Extra Booster: One Piece Heroines Edition
EB03-047,Miss.Valentine(Mikita),2,2000,1000,Black,https://tcgplayer-cdn.tcgplayer.com/product/672798_200w.jpg,[On Play] Trash 3 cards from the top of your deck. [On K.O.] Draw 1 card.,C,Character,0,672798,Extra Booster: One Piece Heroines Edition
EB03-048,Rebecca,2,0,1000,Black,https://tcgplayer-cdn.tcgplayer.com/product/672799_200w.jpg,"[Blocker] [On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Dressrosa} type Stage card and add it to your hand. Then, place the rest at the bottom of your deck in any order and play up to 1 {Dressrosa} type Stage card with a cost of 1 from your hand.",R,Character,0,672799,Extra Booster: One Piece Heroines Edition
EB03-049,I Knew You People Were Behind This.,1,0,0,Black,https://tcgplayer-cdn.tcgplayer.com/product/672800_200w.jpg,"[Main] You may rest 7 of your DON!! cards: If your Leader is [Perona], play up to 1 {Thriller Bark Pirates} type Character card with a cost of 6 or less and up to 1 {Thriller Bark Pirates} type Character card with a cost of 4 or less from your hand or trash. [Counter] Your Leader gains +3000 power during this battle.",C,Character,0,672800,Extra Booster: One Piece Heroines Edition
EB03-050,Conis,2,0,1000,Yellow,https://tcgplayer-cdn.tcgplayer.com/product/672801_200w.jpg,[On Play] Up to 1 of your {Sky Island} type Characters gains [Double Attack] during this turn. (This card deals 2 damage.),C,Character,0,672801,Extra Booster: One Piece Heroines Edition
EB03-051,Charlotte Smoothie,3,3000,2000,Yellow,https://tcgplayer-cdn.tcgplayer.com/product/672802_200w.jpg,"[On Play] If you have a face-up Life card, K.O. up to 1 of your opponent's Characters with a cost of 2 or less. Then, turn all of your Life cards face-down.",C,Character,0,672802,Extra Booster: One Piece Heroines Edition
EB03-052,Shirahoshi,3,0,1000,Yellow,https://tcgplayer-cdn.tcgplayer.com/product/672803_200w.jpg,"[Activate: Main] You may trash this Character: If your Leader is [Shirahoshi], add 1 card from the top of your deck to the top of your Life cards. Then, all of your {Neptunian} type Characters gain +1000 power during this turn.",R,Character,0,672803,Extra Booster: One Piece Heroines Edition
EB03-053,Nami (053) (SP),5,6000,1000,Yellow,https://tcgplayer-cdn.tcgplayer.com/product/672827_200w.jpg,"[On Play] Give up to 1 rested DON!! card to your Leader. Then, if your opponent has 3 or more Life cards, add up to 1 card from the top of your opponent's Life cards to the owner's hand. [On K.O.] You may turn 1 card from the top of your Life cards face-up: Play up to 1 Character card with 6000 power or less from your hand.",SR,Character,0,672827,Extra Booster: One Piece Heroines Edition
EB03-054,Nico Robin (054),3,5000,0,Yellow,https://tcgplayer-cdn.tcgplayer.com/product/672806_200w.jpg,[On Play] You may trash 1 card from the top of your Life cards: Add up to 1 card from the top of your deck to the top of your Life cards. [Trigger] You may trash 1 card from your hand: Play this card.,C,Character,0,672806,Extra Booster: One Piece Heroines Edition
EB03-055,Nico Robin (055) (SP),7,8000,0,Yellow,https://tcgplayer-cdn.tcgplayer.com/product/672828_200w.jpg,"[On Play] You may trash 1 card from the top of your Life cards: If your Leader has the {Straw Hat Crew} type, add up to 2 cards from the top of your deck to the top of your Life cards. [Opponent's Turn] [On K.O.] You may deal 1 damage to your opponent.",SR,Character,0,672828,Extra Booster: One Piece Heroines Edition
EB03-056,Belo Betty,4,3000,2000,Yellow,https://tcgplayer-cdn.tcgplayer.com/product/672809_200w.jpg,[On Play] You may turn 1 card from the top of your Life cards face-up: K.O. up to 1 of your opponent's Characters with a base cost of 3 or less.,C,Character,0,672809,Extra Booster: One Piece Heroines Edition
EB03-057,Yamato (Alternate Art),5,6000,1000,Yellow,https://tcgplayer-cdn.tcgplayer.com/product/672811_200w.jpg,[On Play] Give up to 3 rested DON!! cards to your {Land of Wano} type Leader. [On K.O.] Trash up to 1 card from the top of your opponent's Life cards.,R,Character,0,672811,Extra Booster: One Piece Heroines Edition
EB03-058,Lilith,5,6000,1000,Yellow,https://tcgplayer-cdn.tcgplayer.com/product/672812_200w.jpg,"[Your Turn] [On Play] If you have 2 or less Life cards, draw 1 card. [Trigger] If your Leader is [Vegapunk], play this card.",R,Character,0,672812,Extra Booster: One Piece Heroines Edition
EB03-059,S-Snake,6,7000,1000,Yellow,https://tcgplayer-cdn.tcgplayer.com/product/672813_200w.jpg,"[On Play] If your Leader has the {Egghead} type and you have 2 or more Life cards, add up to 1 Character card with a [Trigger] from your hand to the top of your Life cards face-up. [Trigger] Up to 1 of your opponent's Characters with a cost of 6 or less other than [Monkey.D.Luffy] cannot attack during this turn.",R,Character,0,672813,Extra Booster: One Piece Heroines Edition
EB03-060,Will You Be My Servant?,1,0,0,Yellow,https://tcgplayer-cdn.tcgplayer.com/product/672814_200w.jpg,"[Main] If your Leader is [Nami], look at 4 cards from the top of your deck; reveal up to 1 card with a cost of 2 to 8 and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Activate this card's [Main] effect.",C,Event,0,672814,Extra Booster: One Piece Heroines Edition
EB03-061,Uta (061) (Manga),7,8000,0,Green,https://tcgplayer-cdn.tcgplayer.com/product/672817_200w.jpg,"[Activate: Main] [Once Per Turn] Set up to 1 of your DON!! cards as active. Then, rest up to 1 of your opponent's DON!! cards or Characters with a cost of 4 or less. [End of Your Turn] You may rest 1 of your DON!! cards: Set up to 1 of your {FILM} type Characters as active.",SEC,Character,0,672817,Extra Booster: One Piece Heroines Edition
EB03-062,Trafalgar Law (Alternate Art),8,6000,1000,Yellow,https://tcgplayer-cdn.tcgplayer.com/product/672819_200w.jpg,"[Rush] [Activate: Main] You may trash 1 card from your hand and trash this Character: Add up to 1 card from the top of your deck to the top of your Life cards. Then, play up to 1 [Trafalgar Law] with a cost of 7 or less from your hand.",SEC,Character,0,672819,Extra Booster: One Piece Heroines Edition
EB04-001,Jewelry Bonney (EB04-001) (Alternate Art),0,5000,0,Red;Yellow,https://tcgplayer-cdn.tcgplayer.com/product/685296_200w.jpg,"[Opponent's Turn] If you have 1 or less Life cards, this Leader gains +2000 power. [Activate: Main] [Once Per Turn] Give up to 1 of your opponent's Characters -1000 power during this turn. Then, if you have 2 or more Life cards, you may add 1 card from the top of your Life cards to your hand.",L,Leader,4,685296,Adventure on Kami's Island
EB04-002,Jewelry Bonney (EB04-002) (Alternate Art),1,2000,1000,Red,https://tcgplayer-cdn.tcgplayer.com/product/685298_200w.jpg,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 {Egghead} or {Straw Hat Crew} type card other than [Jewelry Bonney] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",R,Character,0,685298,Adventure on Kami's Island
EB04-003,Smoker & Tashigi (SP),8,8000,0,Red,https://tcgplayer-cdn.tcgplayer.com/product/685482_200w.jpg,[Rush] (This card can attack on the turn in which it is played.) [Opponent's Turn] Your {Navy} type Leader's base power becomes 7000.,R,Character,0,685482,Adventure on Kami's Island
EB04-004,Zeff,7,8000,0,Red,https://tcgplayer-cdn.tcgplayer.com/product/688624_200w.jpg,[When Attacking] Your Leader's base power becomes 7000 until the end of your opponent's next End Phase.,C,Character,0,688624,Adventure on Kami's Island Release Event Cards
EB04-005,Trafalgar Law,3,5000,2000,Red,https://tcgplayer-cdn.tcgplayer.com/product/688623_200w.jpg,This Character cannot attack unless your opponent has 2 or more Characters with a base power of 5000 or more.,C,Character,0,688623,Adventure on Kami's Island Release Event Cards
EB04-006,Moda,1,0,2000,Red,https://tcgplayer-cdn.tcgplayer.com/product/688625_200w.jpg,"[On Play] Look at 7 cards from the top of your deck; reveal up to 1 [Lulucia Kingdom] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",C,Character,0,688625,Adventure on Kami's Island Release Event Cards
EB04-007,Roronoa Zoro (EB04-007) (Alternate Art),7,9000,0,Red,https://tcgplayer-cdn.tcgplayer.com/product/685304_200w.jpg,"[On Play] Your Leader gains +2000 power until the end of your opponent's next End Phase. [Activate: Main] [Once Per Turn] If your opponent has a Character with 8000 power or more, this Character gains [Rush: Character] during this turn.",SR,Character,0,685304,Adventure on Kami's Island
EB04-008,Distorted Future,0,0,1,Red,https://tcgplayer-cdn.tcgplayer.com/product/685305_200w.jpg,"[Main] If you have 2 or less Life cards, give up to 1 of your opponent's Characters -3000 power during this turn. [Counter] Your Leader gains +3000 power during this battle.",R,Event,0,685305,Adventure on Kami's Island
EB04-009,It's My Student's Farewell. I Want It to Be Proper.,0,0,0,Red,https://tcgplayer-cdn.tcgplayer.com/product/686649_200w.jpg,[Main] You may give 1 active DON!! card to 1 of your [Silvers Rayleigh]: Give up to 1 of your opponent's Characters -2000 power during this turn. [Counter] Up to 1 of your Characters or [Silvers Rayleigh] gains +2000 power during this battle.,C,Event,0,686649,Adventure on Kami's Island Release Event Cards
EB04-010,Lulucia Kingdom,7,0,0,Red,https://tcgplayer-cdn.tcgplayer.com/product/686647_200w.jpg,[Opponent's Turn] All of your Characters with a base cost of 1 gain +5000 power. [On Play] Set the power of up to 1 of your opponent's Characters to 0 during this turn.,C,Stage,0,686647,Adventure on Kami's Island Release Event Cards
EB04-011,Scaled Neptunian,7,8000,1000,Green,https://tcgplayer-cdn.tcgplayer.com/product/671794_200w.jpg,"[Rush: Character] (This card can attack Characters on the turn in which it is played.) [On Play] Draw a card for each of your {Neptunian} type Characters. Then, trash the same number of cards from your hand.",C,Character,0,671794,The Azure Sea's Seven Release Event Cards
EB04-012,Kikunojo - EB04-012 (Alternate Art),7,8000,0,Green,https://tcgplayer-cdn.tcgplayer.com/product/668645_200w.jpg,"[Activate:Main] [Once Per Turn] If this Character has played on this turn, set your {Land of Wano} type Leader as active.",SR,Character,0,668645,The Azure Sea's Seven
EB04-013,Carrot (Alternate Art),8,9000,0,Green,https://tcgplayer-cdn.tcgplayer.com/product/668659_200w.jpg,"[On Play] If your Leader has the {Minks} type, set up to 2 of your {Minks} type Characters and your Leader as active.",SR,Character,0,668659,The Azure Sea's Seven
EB04-014,Kouzuki Sukiyaki,3,0,0,Green,https://tcgplayer-cdn.tcgplayer.com/product/671795_200w.jpg,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [Activate: Main] [Once Per Turn] Give up to 1 rested DON!! card to your {Land of Wano} type Leader.",C,Character,0,671795,The Azure Sea's Seven Release Event Cards
EB04-015,Jinbe - EB04-015,7,8000,0,Green,https://tcgplayer-cdn.tcgplayer.com/product/666534_200w.jpg,"[Blocker] [On K.O.] You may rest 1 of your cards: If your Leader has the {Fish-Man} or {Merfolk} type, play up to 1 green Character card with a cost of 6 or less from your hand.",R,Character,0,666534,The Azure Sea's Seven
EB04-016,Bird Neptunian,5,7000,0,Green,https://tcgplayer-cdn.tcgplayer.com/product/671796_200w.jpg,"[Activate: Main] Set up to 1 of your DON!! cards as active. Then, you cannot set DON!! cards as active using Character effects during this turn. [When Attacking] If you have 3 or more {Neptunian} type Characters, rest up to 1 of your opponent's Characters with a cost of 8 or less.",C,Character,0,671796,The Azure Sea's Seven Release Event Cards
EB04-017,Mystoms,6,5000,1000,Green,https://tcgplayer-cdn.tcgplayer.com/product/671797_200w.jpg,"[Your Turn] If you have 3 or more {Minks} type Characters, give all of your opponent's Characters 1 cost. [On Play] If your Leader has the {Minks} type, play up to 1 {Minks} type Character card with a cost of 5 or less from your hand.",C,Character,0,671797,The Azure Sea's Seven Release Event Cards
EB04-018,Megalo,4,4000,2000,Green,https://tcgplayer-cdn.tcgplayer.com/product/671333_200w.jpg,[On Play] You may rest this Character: K.O. up to 1 of your opponent's rested Characters with 8000 power or less.,R,Character,0,671333,The Azure Sea's Seven
EB04-019,Eleclaw,1,0,0,Green,https://tcgplayer-cdn.tcgplayer.com/product/666535_200w.jpg,"[Main] You may rest 1 of your cards: If your Leader has the {Minks} type, give up to 1 of your opponent's Characters -3 cost during this turn. [Counter] Up to 1 of your {Minks} type Leader or Character cards gains +3000 power during this battle.",R,Event,0,666535,The Azure Sea's Seven
EB04-020,Shark Brick Fist,1,0,0,Green,https://tcgplayer-cdn.tcgplayer.com/product/671798_200w.jpg,"[Counter] Up to 1 of your {Fish-Man} type Leader or Character cards gains +3000 power during this battle. Then, set up to 1 of your {Fish-Man} type Characters as active. [Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less.",C,Event,0,671798,The Azure Sea's Seven Release Event Cards
EB04-021,Igaram,3,4000,1000,Blue,https://tcgplayer-cdn.tcgplayer.com/product/671799_200w.jpg,"[On Play] If your Leader is [Nefeltari Vivi], draw 2 cards and trash 1 card from your hand. [Activate: Main] [Once Per Turn] You may trash 1 card from your hand: Give up to 1 rested DON!! card to your Leader or 1 of your Characters.",C,Character,0,671799,The Azure Sea's Seven Release Event Cards
EB04-022,Issho - EB04-022,5,7000,0,Blue,https://tcgplayer-cdn.tcgplayer.com/product/671336_200w.jpg,"[On Play] You may trash 2 cards from your hand: If your opponent has 6 or more cards in their hand, your opponent places 2 cards from their hand at the bottom of their deck in any order. [DON!! x1] [When Attacking] You may trash 1 card from your hand: Give up to 1 of your opponent's Characters 2000 power during this turn.",R,Character,0,671336,The Azure Sea's Seven
EB04-023,Chaka & Pell - EB04-023,8,9000,0,Blue,https://tcgplayer-cdn.tcgplayer.com/product/668529_200w.jpg,[Double Attack] (This card deals 2 damage.) [On Play] You may give your active Leader -5000 power during this turn: Draw 2 cards.,R,Character,0,668529,The Azure Sea's Seven
EB04-024,Terracotta,2,0,2000,Blue,https://tcgplayer-cdn.tcgplayer.com/product/671800_200w.jpg,[Activate: Main] You may rest this Character and trash 1 card from your hand: Up to 1 of your {Alabasta} type Characters gains [Unblockable] during this turn. (This card cannot be blocked.),C,Character,0,671800,The Azure Sea's Seven Release Event Cards
EB04-025,Nefeltari Vivi (Alternate Art),7,4000,0,Blue,https://tcgplayer-cdn.tcgplayer.com/product/668671_200w.jpg,"[On Play] Play up to 1 {Alabasta} type Character card with a cost of 8 or less other than [Nefeltari Vivi] from your hand. Then, your opponent places 1 card from your hand at the bottom of their deck.",SR,Character,0,668671,The Azure Sea's Seven
EB04-026,Bluegrass,4,6000,0,Blue,https://tcgplayer-cdn.tcgplayer.com/product/671801_200w.jpg,[On Play] Place up to 1 of your opponent's Characters with a cost of 1 or less at the bottom of the owner's deck. [When Attacking] Draw 1 card and trash 1 card from your hand.,C,Character,0,671801,The Azure Sea's Seven Release Event Cards
EB04-027,Boa Hancock - EB04-027,5,7000,0,Blue,https://tcgplayer-cdn.tcgplayer.com/product/668528_200w.jpg,[On Play] Draw 2 cards and trash 1 card from your hand. [Trigger] Play up to 1 Character card with 5000 power or less and a [Trigger] from your hand.,R,Character,0,668528,The Azure Sea's Seven
EB04-028,Ice Time,5,0,0,Blue,https://tcgplayer-cdn.tcgplayer.com/product/671339_200w.jpg,"[Main] You may trash 1 card from your hand: If your Leader has the {Navy} type, up to 2 of your opponent's Characters with 10000 power or less cannot attack until the end of your opponent's next End Phase. [Trigger] Return up to 1 Character with a cost of 5 or less to the owner's hand.",R,Event,0,671339,The Azure Sea's Seven
EB04-029,I Heard the Sound...of a Lady's Teardrops Falling,1,0,0,Blue,https://tcgplayer-cdn.tcgplayer.com/product/671851_200w.jpg,"[Main] If your Leader is [Sanji], look at 3 cards from the top of your deck; reveal up to 1 [Sanji] or Event card and add it to your hand. Then, trash the rest. [Counter] You may trash 1 card from your hand: Up to 1 of your [Sanji] cards gains +4000 power during this battle.",UC,Event,0,671851,The Azure Sea's Seven Release Event Cards
EB04-030,Kaido,7,0,0,Purple,https://tcgplayer-cdn.tcgplayer.com/product/666539_200w.jpg,"If this Character would be K.O.'d, you may return 1 DON!! card from your field to your DON!! deck instead. [On Play] DON!! -2: If your Leader has the {Animal Kingdom Pirates} type, this Character gains Rush during this turn. Then, rest up to 1 of your opponent's Characters with a cost of 7 or less.",R,Character,0,666539,The Azure Sea's Seven
EB04-031,King,6,7000,0,Purple,https://tcgplayer-cdn.tcgplayer.com/product/671341_200w.jpg,"If this Character would be K.O.'d, you may return 1 DON!! card from your field to your DON!! deck instead. [Activate: Main] [Once Per Turn] If your Leader has the {Animal Kingdom Pirates} type and you have no other [King] Characters, add up to 1 DON!! card from your DON!! deck and set it as active, and add up to 1 additional DON!! card and rest it.",R,Character,0,671341,The Azure Sea's Seven
EB04-032,Queen,1,1000,1000,Purple,https://tcgplayer-cdn.tcgplayer.com/product/671342_200w.jpg,"[On Play] You may trash 1 {Animal Kingdom Pirates} type card from your hand: Draw 2 cards. [Activate: Main] [Once Per Turn] You may rest 2 of your DON!! cards: If your Leader has the {Animal Kingdom Pirates} type, add up to 1 DON!! card from your DON!! deck and rest it.",R,Character,0,671342,The Azure Sea's Seven
EB04-033,Groggy Monsters,5,6000,1000,Purple,https://tcgplayer-cdn.tcgplayer.com/product/671802_200w.jpg,"[On Play] DON!! 1: If you have 3 or more {Foxy Pirates} type Characters, K.O. up to 1 of your opponent's Characters with 6000 base power or less.",C,Character,0,671802,The Azure Sea's Seven Release Event Cards
EB04-034,Charlotte Pudding,2,1000,1000,Purple,https://tcgplayer-cdn.tcgplayer.com/product/671803_200w.jpg,"[Blocker] [On Your Opponent's Attack] [Once Per Turn] You may trash 1 card from your hand: If you have 4 or more Events in your trash, up to 1 of your Leader or Character cards gains +2000 power during this battle.",C,Character,0,671803,The Azure Sea's Seven Release Event Cards
EB04-035,Hitokiri Kamazo,3,4000,1000,Purple,https://tcgplayer-cdn.tcgplayer.com/product/671804_200w.jpg,"[Blocker] [Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, if your Leader has the {Kid Pirates} type, add up to 1 DON!! card from your DON!! deck and rest it.",C,Character,0,671804,The Azure Sea's Seven Release Event Cards
EB04-036,Foxy,8,9000,0,Purple,https://tcgplayer-cdn.tcgplayer.com/product/668753_200w.jpg,"[On Play] DON!! -1: If your Leader has the {Foxy Pirates} type, draw 2 cards and trash 1 card from your hand. Then, rest up to 1 of your opponent's Characters with a cost of 9 or less. [Activate: Main] [Once Per Turn] Add up to 1 DON!! card from your DON!! deck and rest it.",SR,Character,0,668753,The Azure Sea's Seven
EB04-037,Porche,1,2000,1000,Purple,https://tcgplayer-cdn.tcgplayer.com/product/671805_200w.jpg,"[On Play] If your Leader has the {Foxy Pirates} type, look at 5 cards from the top of your deck; reveal up to 1 {Foxy Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",C,Character,0,671805,The Azure Sea's Seven Release Event Cards
EB04-038,Rosinante & Law (Alternate Art),6,8000,0,Purple,https://tcgplayer-cdn.tcgplayer.com/product/669240_200w.jpg,"Under the rules of this game, also treat this card's name as [Trafalgar Law] and [Donquixote Rosinante]. [Blocker] [On Play] If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, draw 1 card. Then, add up to 1 DON!! card from your DON!! deck and set it as active.",SR,Character,0,669240,The Azure Sea's Seven
EB04-039,"Eustass""Captain""Kid - EB04-039 (SP)",7,8000,0,Purple,https://tcgplayer-cdn.tcgplayer.com/product/671450_200w.jpg,[On Play] Add up to 1 DON!! card from your DON!! deck and set it as active. [Activate: Main] You may trash this Character: Play up to 1 {Kid Pirates} type Character card with a cost of 5 or less from your hand.,R,Character,0,671450,The Azure Sea's Seven
EB04-040,Flame Dragon Torch,1,0,0,Purple,https://tcgplayer-cdn.tcgplayer.com/product/671348_200w.jpg,"[Main] You may rest 6 of your DON!! cards: Up to 1 of your [Kaido] cards gains +3000 power during this turn. Then, rest up to 1 of your opponent's Characters. [Counter] DON!! 1: Your Leader gains +4000 power during this battle.",R,Event,0,671348,The Azure Sea's Seven
EB04-041,Stealth Black,3,0,0,Purple,https://tcgplayer-cdn.tcgplayer.com/product/671793_200w.jpg,"[Main] If your Leader is [Sanji] and you have 4 or more DON!! cards on your field, play up to 1 [Sanji] with 6000 power or less from your hand or trash. [Trigger] Draw 2 cards and trash 1 card from your hand.",C,Event,0,671793,The Azure Sea's Seven Release Event Cards
EB04-042,Alpha,1,2000,2000,Black,https://tcgplayer-cdn.tcgplayer.com/product/688626_200w.jpg,[On Play] You may trash 3 cards from the top of your deck: Give up to 1 of your opponent's Characters +1 cost during this turn.,C,Character,0,688626,Adventure on Kami's Island Release Event Cards
EB04-043,Kaku (Alternate Art),3,4000,2000,Black,https://tcgplayer-cdn.tcgplayer.com/product/685310_200w.jpg,"[Once Per Turn] If your black Character with a base cost of 5 or less would be K.O.'d by your opponent's effect, you may place 3 cards from your trash at the bottom of your deck in any order instead. [On Play] Trash 2 cards from the top of your deck.",R,Character,0,685310,Adventure on Kami's Island
